ID,"[[x,y,angle,distNext,distTotal]]"
39_REV,"[[351,686,18,10,0],[354,677,11,11,10],[356,667,11,11,20],[358,657,11,11,30],[360,647,18,10,41],[363,638,11,11,50],[365,628,16,11,60],[368,618,12,10,71],[370,609,16,11,80],[373,599,18,10,90],[376,590,16,11,100],[379,580,16,11,110],[382,570,18,10,121],[385,561,16,11,130],[388,551,18,10,141],[391,542,23,10,150],[395,533,16,11,160],[398,523,23,10,170],[402,514,23,10,180],[406,505,21,11,190],[410,495,23,10,201],[414,486,23,10,211],[418,477,29,11,221],[423,468,23,10,231],[427,459,32,10,241],[432,451,29,11,250],[437,442,29,11,260],[442,433,32,10,271],[447,425,29,11,280],[452,416,36,10,291],[458,408,29,11,301],[463,399,36,10,311],[469,391,36,10,321],[475,383,32,10,331],[480,375,36,10,340],[486,367,36,10,350],[492,359,36,10,360],[498,351,36,10,370],[504,343,33,11,380],[510,334,36,10,391],[516,326,32,10,401],[521,318,36,10,410],[527,310,29,11,420],[532,301,36,10,431],[538,293,29,11,441],[543,284,32,10,451],[548,276,29,11,461],[553,267,23,10,471],[557,258,29,11,481],[562,249,23,10,491],[566,240,23,10,501],[570,231,23,10,511],[574,222,21,11,520],[578,212,18,10,531],[581,203,23,10,541],[585,194,16,11,551],[588,184,18,10,561],[591,175,16,11,571],[594,165,18,10,581],[597,156,16,11,590],[600,146,16,11,601],[603,136,12,10,611],[605,127,16,11,621],[608,117,11,11,631],[610,107,18,10,641],[613,98,11,11,651],[615,88,11,11,661],[617,78,11,11,671],[619,68,11,11,681],[621,58,12,10,691],[623,49,11,11,701],[625,39,11,11,711],[627,29,5,11,721],[628,19,11,11,731],[630,9,11,11,741],[632,-1,6,10,752],[633,-10,11,11,761],[635,-20,5,11,771],[636,-30,11,11,781],[638,-40,5,11,791],[639,-50,5,11,801],[640,-60,5,11,811],]"
40_REV,"[[254,684,23,10,0],[258,675,29,11,10],[263,666,23,10,21],[267,657,29,11,30],[272,648,23,10,41],[276,639,32,10,51],[281,631,29,11,60],[286,622,29,11,70],[291,613,23,10,81],[295,604,29,11,91],[300,595,32,10,101],[305,587,29,11,110],[310,578,29,11,121],[315,569,29,11,131],[320,560,32,10,141],[325,552,29,11,151],[330,543,29,11,161],[335,534,32,10,171],[340,526,29,11,181],[345,517,32,10,191],[350,509,29,11,200],[355,500,29,11,211],[360,491,32,10,221],[365,483,29,11,230],[370,474,36,10,241],[376,466,29,11,251],[381,457,32,10,261],[386,449,29,11,270],[391,440,29,11,281],[396,431,36,10,291],[402,423,29,11,301],[407,414,32,10,311],[412,406,29,11,321],[417,397,36,10,331],[423,389,29,11,341],[428,380,32,10,351],[433,372,29,11,361],[438,363,36,10,371],[444,355,29,11,381],[449,346,32,10,391],[454,338,29,11,401],[459,329,36,10,411],[465,321,29,11,421],[470,312,32,10,431],[475,304,33,11,441],[481,295,32,10,452],[486,287,29,11,461],[491,278,32,10,471],[496,270,33,11,481],[502,261,32,10,492],[507,253,29,11,501],[512,244,32,10,511],[517,236,33,11,521],[523,227,32,10,532],[528,219,29,11,541],[533,210,32,10,551],[538,202,33,11,561],[544,193,32,10,572],[549,185,29,11,581],[554,176,32,10,591],[559,168,33,11,601],[565,159,32,10,612],[570,151,29,11,621],[575,142,29,11,631],[580,133,32,10,642],[585,125,33,11,651],[591,116,32,10,662],[596,108,29,11,671],[601,99,32,10,682],[606,91,29,11,691],[611,82,36,10,701],[617,74,29,11,711],[622,65,32,10,722],[627,57,29,11,731],[632,48,29,11,741],[637,39,36,10,752],[643,31,29,11,762],[648,22,32,10,772],[653,14,29,11,781],[658,5,32,10,792],[663,-3,29,11,801],[668,-12,33,11,811],[674,-21,32,10,822],[679,-29,29,11,832],[684,-38,32,10,842],[689,-46,29,11,851],[694,-55,29,11,862],[699,-64,29,11,872],]"
41_REV,"[[152,685,5,11,0],[153,675,11,11,11],[155,665,11,11,21],[157,655,11,11,31],[159,645,11,11,41],[161,635,12,10,51],[163,626,11,11,61],[165,616,11,11,71],[167,606,11,11,81],[169,596,11,11,91],[171,586,12,10,101],[173,577,11,11,111],[175,567,11,11,121],[177,557,16,11,131],[180,547,12,10,141],[182,538,11,11,151],[184,528,16,11,161],[187,518,11,11,171],[189,508,18,10,181],[192,499,16,11,191],[195,489,11,11,201],[197,479,18,10,212],[200,470,16,11,221],[203,460,18,10,232],[206,451,16,11,241],[209,441,18,10,251],[212,432,16,11,261],[215,422,18,10,271],[218,413,16,11,281],[221,403,23,10,291],[225,394,16,11,301],[228,384,23,10,312],[232,375,18,10,321],[235,366,21,11,331],[239,356,23,10,342],[243,347,23,10,352],[247,338,23,10,361],[251,329,23,10,371],[255,320,29,11,381],[260,311,23,10,391],[264,302,29,11,401],[269,293,29,11,412],[274,284,26,9,422],[278,276,33,11,431],[284,267,29,11,442],[289,258,32,10,452],[294,250,36,10,461],[300,242,29,11,471],[305,233,36,10,482],[311,225,36,10,492],[317,217,45,10,502],[324,210,36,10,512],[330,202,36,10,522],[336,194,45,10,532],[343,187,45,10,541],[350,180,41,11,551],[357,172,45,10,562],[364,165,45,10,572],[371,158,53,10,582],[379,152,45,10,592],[386,145,53,10,602],[394,139,48,11,612],[402,132,53,10,622],[410,126,53,10,632],[418,120,53,10,642],[426,114,53,10,652],[434,108,57,10,662],[442,103,53,10,672],[450,97,60,11,682],[459,92,53,10,692],[467,86,57,10,702],[475,81,56,11,711],[484,75,60,11,722],[493,70,57,10,733],[501,65,60,11,742],[510,60,57,10,752],[518,55,60,11,762],[527,50,60,11,772],[536,45,57,10,782],[544,40,60,11,792],[553,35,60,11,802],[562,30,57,10,812],[570,25,60,11,822],[579,20,60,11,832],[588,15,57,10,842],[596,10,60,11,852],[605,5,60,11,862],[614,0,57,10,872],[622,-5,60,11,882],[631,-10,60,11,892],[640,-15,57,10,902],[648,-20,60,11,912],[657,-25,60,11,922],[666,-30,57,10,932],[674,-35,60,11,942],[683,-40,57,10,952],[691,-45,60,11,962],[700,-50,56,11,972],[709,-56,57,10,983],[717,-61,60,11,992],[726,-66,60,11,1002],]"
42_REV,"[[53,687,41,11,0],[60,679,40,10,11],[66,672,41,11,20],[73,664,45,10,31],[80,657,41,11,41],[87,649,40,10,52],[93,642,45,10,61],[100,635,45,10,71],[107,628,41,11,81],[114,620,45,10,91],[121,613,45,10,101],[128,606,45,10,111],[135,599,48,11,121],[143,592,49,10,131],[150,586,45,10,141],[157,579,48,11,151],[165,572,45,10,161],[172,565,53,10,171],[180,559,45,10,181],[187,552,53,10,191],[195,546,45,10,201],[202,539,53,10,211],[210,533,48,11,221],[218,526,49,10,232],[225,520,53,10,241],[233,514,48,11,251],[241,507,53,10,261],[249,501,53,10,271],[257,495,53,10,281],[265,489,53,10,291],[273,483,53,10,301],[281,477,53,10,311],[289,471,53,10,321],[297,465,53,10,331],[305,459,53,10,341],[313,453,53,10,351],[321,447,53,10,361],[329,441,53,10,371],[337,435,53,10,381],[345,429,57,10,391],[353,424,56,11,401],[362,418,53,10,412],[370,412,53,10,422],[378,406,57,10,432],[386,401,53,10,441],[394,395,56,11,451],[403,389,57,10,462],[411,384,53,10,471],[419,378,60,11,481],[428,373,53,10,492],[436,367,53,10,502],[444,361,57,10,512],[452,356,56,11,521],[461,350,53,10,532],[469,344,57,10,542],[477,339,56,11,551],[486,333,57,10,562],[494,328,53,10,572],[502,322,53,10,582],[510,316,60,11,592],[519,311,53,10,602],[527,305,53,10,612],[535,299,57,10,622],[543,294,56,11,631],[552,288,53,10,642],[560,282,53,10,652],[568,276,57,10,662],[576,271,53,10,672],[584,265,53,10,682],[592,259,53,10,692],[600,253,53,10,702],[608,247,56,11,712],[617,241,53,10,722],[625,235,53,10,732],[633,229,49,10,742],[640,223,53,10,752],[648,217,53,10,762],[656,211,53,10,772],[664,205,48,11,782],[672,198,53,10,792],[680,192,49,10,802],[687,186,48,11,811],[695,179,53,10,822],[703,173,45,10,832],[710,166,53,10,842],[718,160,45,10,852],[725,153,48,11,862],[733,146,49,10,873],[740,140,45,10,882],[747,133,48,11,892],[755,126,45,10,902],[762,119,45,10,912],[769,112,45,10,922],[776,105,45,10,932],[783,98,45,10,942],[790,91,41,11,952],[797,83,45,10,962],[804,76,36,10,972],[810,68,45,10,982],[817,61,36,10,992],[823,53,45,10,1002],[830,46,36,10,1012],[836,38,36,10,1022],[842,30,41,11,1032],[849,22,36,10,1043],[855,14,36,10,1053],[861,6,36,10,1063],[867,-2,32,10,1073],[872,-10,36,10,1082],[878,-18,33,11,1092],[884,-27,32,10,1103],[889,-35,32,10,1112],[894,-43,33,11,1122],[900,-52,29,11,1133],[905,-61,32,10,1143],[910,-69,32,10,1152],]"
43_REV,"[[742,-66,236,11,0],[733,-60,237,10,11],[725,-55,237,10,21],[717,-50,236,11,30],[708,-44,237,10,41],[700,-39,240,11,50],[691,-34,240,11,61],[682,-29,237,10,71],[674,-24,240,11,80],[665,-19,246,10,91],[656,-15,240,11,101],[647,-10,240,11,111],[638,-5,246,10,121],[629,-1,246,10,131],[620,3,240,11,141],[611,8,246,10,151],[602,12,246,10,161],[593,16,251,10,171],[584,19,248,11,180],[574,23,246,10,191],[565,27,251,10,201],[556,30,253,11,210],[546,33,246,10,221],[537,37,253,11,231],[527,40,257,10,241],[518,42,253,11,250],[508,45,258,11,261],[498,47,253,11,271],[488,50,257,10,282],[479,52,258,11,291],[469,54,264,11,301],[459,55,258,11,311],[449,57,264,11,321],[439,58,264,11,331],[429,59,264,11,341],[419,60,264,11,351],[409,61,270,10,361],[399,61,270,10,371],[389,61,270,10,381],[379,61,276,11,391],[369,60,276,11,401],[359,59,276,11,411],[349,58,276,11,422],[339,57,283,10,432],[330,55,282,11,441],[320,53,287,11,451],[310,50,282,11,461],[300,48,294,10,472],[291,44,289,10,481],[282,41,292,11,491],[272,37,294,10,502],[263,33,294,10,512],[254,29,300,11,521],[245,24,303,10,532],[237,19,300,11,541],[228,14,307,10,551],[220,8,307,10,561],[212,2,307,10,571],[204,-4,315,10,581],[197,-11,312,11,591],[189,-18,315,10,602],[182,-25,315,10,612],[175,-32,315,10,622],[168,-39,324,10,632],[162,-47,324,10,642],[156,-55,324,10,652],[150,-63,324,10,662],]"
44_REV,"[[112,-63,144,10,0],[118,-55,144,10,10],[124,-47,144,10,20],[130,-39,144,10,30],[136,-31,135,10,40],[143,-24,144,10,50],[149,-16,135,10,60],[156,-9,139,11,70],[163,-1,135,10,81],[170,6,135,10,91],[177,13,135,10,101],[184,20,135,10,111],[191,27,135,10,121],[198,34,127,10,130],[206,40,132,11,140],[214,47,127,10,151],[222,53,127,10,161],[230,59,123,10,171],[238,64,120,11,180],[247,69,123,10,191],[255,74,120,11,200],[264,79,114,10,211],[273,83,112,11,220],[283,87,109,10,231],[292,90,107,11,241],[302,93,109,10,251],[311,96,102,11,261],[321,98,96,11,271],[331,99,96,11,281],[341,100,96,11,291],[351,101,90,10,301],[361,101,90,10,311],[371,101,84,11,321],[381,100,84,11,331],[391,99,84,11,341],[401,98,78,11,351],[411,96,77,10,361],[420,94,78,11,370],[430,92,78,11,381],[440,90,73,11,391],[450,87,71,10,401],[459,84,73,11,411],[469,81,71,10,421],[478,78,68,11,431],[488,74,71,10,441],[497,71,66,10,451],[506,67,68,11,461],[516,63,71,10,472],[525,60,66,10,481],[534,56,60,11,491],[543,51,66,10,501],[552,47,66,10,511],[561,43,66,10,521],[570,39,60,11,531],[579,34,66,10,541],[588,30,60,11,551],[597,25,66,10,561],[606,21,60,11,571],[615,16,60,11,581],[624,11,66,10,592],[633,7,57,10,601],[641,2,60,11,611],[650,-3,60,11,621],[659,-8,66,10,632],[668,-12,57,10,641],[676,-17,60,11,651],[685,-22,60,11,661],[694,-27,60,11,671],[703,-32,57,10,682],[711,-37,60,11,691],[720,-42,60,11,701],[729,-47,57,10,712],[737,-52,60,11,721],[746,-57,57,10,731],[754,-62,60,11,741],[763,-67,60,11,751],]"
45_REV,"[[-68,295,16,11,0],[-65,285,18,10,11],[-62,276,16,11,20],[-59,266,18,10,31],[-56,257,16,11,40],[-53,247,18,10,51],[-50,238,16,11,60],[-47,228,18,10,71],[-44,219,16,11,80],[-41,209,16,11,91],[-38,199,18,10,101],[-35,190,16,11,111],[-32,180,12,10,121],[-30,171,16,11,130],[-27,161,16,11,141],[-24,151,18,10,151],[-21,142,16,11,161],[-18,132,12,10,171],[-16,123,16,11,180],[-13,113,16,11,191],[-10,103,12,10,201],[-8,94,16,11,210],[-5,84,16,11,221],[-2,74,12,10,231],[0,65,16,11,240],[3,55,11,11,251],[5,45,18,10,261],[8,36,11,11,271],[10,26,16,11,281],[13,16,12,10,291],[15,7,11,11,300],[17,-3,16,11,311],[20,-13,11,11,321],[22,-23,12,10,331],[24,-32,11,11,341],[26,-42,16,11,351],[29,-52,11,11,361],[31,-62,11,11,371],]"
46_REV,"[[-62,455,66,10,0],[-53,451,68,11,10],[-43,447,66,10,21],[-34,443,66,10,31],[-25,439,60,11,41],[-16,434,57,10,51],[-8,429,60,11,61],[1,424,57,10,71],[9,419,53,10,80],[17,413,48,11,90],[25,406,49,10,101],[32,400,41,11,110],[39,392,45,10,121],[46,385,36,10,131],[52,377,36,10,141],[58,369,29,11,151],[63,360,29,11,161],[68,351,23,10,171],[72,342,23,10,181],[76,333,23,10,191],[80,324,23,10,201],[84,315,16,11,211],[87,305,18,10,221],[90,296,16,11,231],[93,286,18,10,241],[96,277,16,11,250],[99,267,11,11,261],[101,257,18,10,271],[104,248,11,11,281],[106,238,11,11,291],[108,228,11,11,301],[110,218,11,11,311],[112,208,12,10,321],[114,199,11,11,331],[116,189,5,11,341],[117,179,11,11,351],[119,169,5,11,361],[120,159,11,11,371],[122,149,5,11,381],[123,139,11,11,391],[125,129,6,10,402],[126,120,5,11,411],[127,110,11,11,421],[129,100,5,11,431],[130,90,5,11,441],[131,80,5,11,451],[132,70,5,11,461],[133,60,5,11,471],[134,50,5,11,481],[135,40,5,11,491],[136,30,5,11,501],[137,20,5,11,511],[138,10,5,11,521],[139,0,5,11,531],[140,-10,5,11,541],[141,-20,5,11,551],[142,-30,0,10,562],[142,-40,5,11,572],[143,-50,5,11,582],[144,-60,5,11,592],]"
47_REV,"[[-68,319,36,10,0],[-62,311,36,10,10],[-56,303,36,10,20],[-50,295,36,10,30],[-44,287,41,11,40],[-37,279,36,10,51],[-31,271,40,10,61],[-25,264,36,10,70],[-19,256,41,11,80],[-12,248,36,10,91],[-6,240,36,10,101],[0,232,40,10,111],[6,225,41,11,120],[13,217,36,10,131],[19,209,36,10,141],[25,201,45,10,151],[32,194,36,10,161],[38,186,41,11,171],[45,178,40,10,181],[51,171,41,11,191],[58,163,36,10,201],[64,155,45,10,211],[71,148,36,10,221],[77,140,40,10,231],[83,133,41,11,240],[90,125,36,10,251],[96,117,45,10,261],[103,110,36,10,271],[109,102,36,10,281],[115,94,41,11,291],[122,86,36,10,301],[128,78,40,10,311],[134,71,36,10,321],[140,63,36,10,331],[146,55,33,11,341],[152,46,36,10,352],[158,38,32,10,362],[163,30,36,10,371],[169,22,29,11,381],[174,13,32,10,391],[179,5,33,11,401],[185,-4,23,10,412],[189,-13,32,10,421],[194,-21,29,11,431],[199,-30,29,11,441],[204,-39,23,10,451],[208,-48,23,10,461],[212,-57,29,11,471],[217,-66,29,11,481],]"
48_REV,"[[-64,353,78,11,0],[-54,351,73,11,11],[-44,348,77,10,21],[-35,346,73,11,30],[-25,343,73,11,41],[-15,340,77,10,51],[-6,338,73,11,60],[4,335,66,10,71],[13,331,73,11,81],[23,328,71,10,91],[32,325,66,10,101],[41,321,68,11,111],[51,317,66,10,121],[60,313,66,10,131],[69,309,66,10,141],[78,305,60,11,151],[87,300,60,11,161],[96,295,57,10,171],[104,290,60,11,181],[113,285,57,10,191],[121,280,56,11,201],[130,274,53,10,211],[138,268,53,10,221],[146,262,53,10,231],[154,256,49,10,241],[161,250,48,11,251],[169,243,45,10,261],[176,236,45,10,271],[183,229,45,10,281],[190,222,45,10,291],[197,215,41,11,301],[204,207,40,10,311],[210,200,36,10,321],[216,192,36,10,331],[222,184,36,10,341],[228,176,36,10,351],[234,168,33,11,361],[240,159,32,10,372],[245,151,29,11,381],[250,142,32,10,391],[255,134,29,11,401],[260,125,29,11,411],[265,116,29,11,421],[270,107,23,10,432],[274,98,23,10,441],[278,89,29,11,451],[283,80,23,10,462],[287,71,18,10,471],[290,62,23,10,481],[294,53,21,11,491],[298,43,18,10,502],[301,34,23,10,511],[305,25,16,11,521],[308,15,18,10,531],[311,6,16,11,541],[314,-4,18,10,551],[317,-13,16,11,561],[320,-23,16,11,571],[323,-33,18,10,582],[326,-42,16,11,591],[329,-52,11,11,602],[331,-62,11,11,612],]"
49_REV,"[[-62,230,49,10,0],[-55,224,53,10,10],[-47,218,48,11,20],[-39,211,53,10,30],[-31,205,53,10,40],[-23,199,53,10,50],[-15,193,53,10,60],[-7,187,53,10,70],[1,181,57,10,80],[9,176,53,10,90],[17,170,53,10,100],[25,164,60,11,110],[34,159,53,10,120],[42,153,60,11,130],[51,148,53,10,140],[59,142,57,10,150],[67,137,60,11,160],[76,132,53,10,170],[84,126,60,11,180],[93,121,57,10,190],[101,116,60,11,200],[110,111,60,11,210],[119,106,53,10,220],[127,100,60,11,230],[136,95,57,10,241],[144,90,60,11,250],[153,85,57,10,260],[161,80,60,11,270],[170,75,56,11,280],[179,69,57,10,291],[187,64,60,11,300],[196,59,57,10,311],[204,54,53,10,320],[212,48,60,11,330],[221,43,53,10,340],[229,37,57,10,350],[237,32,56,11,360],[246,26,53,10,371],[254,20,53,10,381],[262,14,57,10,391],[270,9,53,10,400],[278,3,53,10,410],[286,-3,53,10,420],[294,-9,53,10,430],[302,-15,48,11,440],[310,-22,53,10,451],[318,-28,53,10,461],[326,-34,49,10,471],[333,-40,48,11,480],[341,-47,53,10,491],[349,-53,45,10,501],[356,-60,53,10,511],[364,-66,53,10,521],]"
50_REV,"[[-63,224,78,11,0],[-53,222,73,11,11],[-43,219,78,11,21],[-33,217,77,10,31],[-24,215,78,11,41],[-14,213,78,11,51],[-4,211,78,11,61],[6,209,84,11,71],[16,208,78,11,81],[26,206,77,10,91],[35,204,84,11,101],[45,203,78,11,111],[55,201,84,11,121],[65,200,84,11,131],[75,199,84,11,141],[85,198,84,11,151],[95,197,78,11,161],[105,195,84,11,171],[115,194,90,10,181],[125,194,84,11,191],[135,193,84,11,201],[145,192,84,11,211],[155,191,84,11,221],[165,190,84,11,232],[175,189,84,11,242],[185,188,84,11,252],[195,187,84,11,262],[205,186,83,10,272],[214,185,84,11,281],[224,184,84,11,291],[234,183,84,11,301],[244,182,84,11,311],[254,181,84,11,321],[264,180,78,11,331],[274,178,78,11,341],[284,176,78,11,351],[294,174,77,10,362],[303,172,78,11,371],[313,170,73,11,381],[323,167,71,10,391],[332,164,73,11,401],[342,161,66,10,411],[351,157,71,10,421],[360,154,60,11,431],[369,149,66,10,441],[378,145,60,11,451],[387,140,53,10,461],[395,134,56,11,471],[404,128,49,10,482],[411,122,53,10,491],[419,116,45,10,501],[426,109,48,11,511],[434,102,40,10,522],[440,95,41,11,531],[447,87,36,10,542],[453,79,36,10,552],[459,71,36,10,562],[465,63,32,10,572],[470,55,33,11,581],[476,46,29,11,592],[481,37,26,9,602],[485,29,29,11,611],[490,20,29,11,621],[495,11,23,10,632],[499,2,23,10,642],[503,-7,21,11,651],[507,-17,23,10,662],[511,-26,18,10,672],[514,-35,23,10,681],[518,-44,16,11,691],[521,-54,23,10,702],[525,-63,23,10,712],]"
51_REV,"[[-60,180,84,11,0],[-50,179,84,11,11],[-40,178,78,11,21],[-30,176,84,11,31],[-20,175,84,11,41],[-10,174,84,11,51],[0,173,78,11,61],[10,171,84,11,71],[20,170,84,11,81],[30,169,78,11,91],[40,167,84,11,101],[50,166,77,10,111],[59,164,84,11,121],[69,163,78,11,131],[79,161,84,11,141],[89,160,78,11,151],[99,158,84,11,161],[109,157,78,11,171],[119,155,78,11,181],[129,153,77,10,192],[138,151,84,11,201],[148,150,78,11,211],[158,148,78,11,221],[168,146,78,11,231],[178,144,77,10,242],[187,142,78,11,251],[197,140,73,11,261],[207,137,78,11,271],[217,135,77,10,282],[226,133,73,11,291],[236,130,73,11,301],[246,127,77,10,312],[255,125,73,11,321],[265,122,73,11,331],[275,119,71,10,342],[284,116,73,11,351],[294,113,71,10,362],[303,110,73,11,371],[313,107,66,10,382],[322,103,71,10,391],[331,100,68,11,401],[341,96,66,10,412],[350,92,66,10,422],[359,88,66,10,431],[368,84,66,10,441],[377,80,66,10,451],[386,76,60,11,461],[395,71,66,10,471],[404,67,60,11,481],[413,62,60,11,491],[422,57,57,10,502],[430,52,60,11,511],[439,47,53,10,521],[447,41,60,11,531],[456,36,57,10,542],[464,31,53,10,551],[472,25,56,11,561],[481,19,53,10,572],[489,13,53,10,582],[497,7,53,10,592],[505,1,49,10,602],[512,-5,48,11,611],[520,-12,53,10,622],[528,-18,45,10,632],[535,-25,48,11,642],[543,-32,49,10,652],[550,-38,45,10,662],[557,-45,45,10,671],[564,-52,45,10,681],[571,-59,45,10,691],[578,-66,45,10,701],]"
52_REV,"[[-66,125,90,10,0],[-56,125,90,10,10],[-46,125,90,10,20],[-36,125,96,11,30],[-26,126,90,10,41],[-16,126,90,10,51],[-6,126,96,11,61],[4,127,96,11,71],[14,128,96,11,81],[24,129,96,11,91],[34,130,96,11,101],[44,131,96,11,111],[54,132,96,11,121],[64,133,96,11,131],[74,134,96,11,141],[84,135,96,11,151],[94,136,102,11,161],[104,138,96,11,171],[114,139,96,11,181],[124,140,96,11,191],[134,141,96,11,201],[144,142,97,10,211],[153,143,96,11,221],[163,144,96,11,231],[173,145,96,11,241],[183,146,96,11,251],[193,147,90,10,261],[203,147,96,11,271],[213,148,90,10,281],[223,148,90,10,291],[233,148,84,11,301],[243,147,90,10,311],[253,147,84,11,321],[263,146,84,11,331],[273,145,84,11,341],[283,144,84,11,351],[293,143,78,11,361],[303,141,78,11,371],[313,139,77,10,381],[322,137,73,11,391],[332,134,78,11,401],[342,132,71,10,411],[351,129,73,11,421],[361,126,66,10,431],[370,122,73,11,441],[380,119,66,10,451],[389,115,66,10,461],[398,111,66,10,471],[407,107,68,11,481],[417,103,66,10,492],[426,99,57,10,502],[434,94,60,11,511],[443,89,66,10,521],[452,85,60,11,531],[461,80,57,10,542],[469,75,60,11,551],[478,70,56,11,561],[487,64,57,10,572],[495,59,57,10,581],[503,54,56,11,591],[512,48,57,10,602],[520,43,53,10,611],[528,37,56,11,621],[537,31,53,10,632],[545,25,53,10,642],[553,19,57,10,652],[561,14,53,10,661],[569,8,48,11,671],[577,1,53,10,682],[585,-5,53,10,692],[593,-11,49,10,702],[600,-17,53,10,711],[608,-23,48,11,721],[616,-30,53,10,732],[624,-36,49,10,742],[631,-42,48,11,751],[639,-49,53,10,762],[647,-55,45,10,772],[654,-62,53,10,782],[662,-68,53,10,792],]"
53_REV,"[[-64,108,120,11,0],[-55,113,114,10,11],[-46,117,120,11,21],[-37,122,114,10,31],[-28,126,120,11,41],[-19,131,114,10,51],[-10,135,120,11,61],[-1,140,114,10,71],[8,144,120,11,81],[17,149,114,10,91],[26,153,120,11,101],[35,158,114,10,112],[44,162,120,11,121],[53,167,114,10,132],[62,171,114,10,142],[71,175,114,10,151],[80,179,114,10,161],[89,183,120,11,171],[98,188,109,10,181],[107,191,112,11,191],[117,195,114,10,202],[126,199,109,10,211],[135,202,112,11,221],[145,206,109,10,232],[154,209,107,11,241],[164,212,109,10,252],[173,215,107,11,261],[183,218,102,11,272],[193,220,103,10,282],[202,222,102,11,291],[212,224,102,11,301],[222,226,96,11,311],[232,227,96,11,321],[242,228,96,11,331],[252,229,96,11,342],[262,230,90,10,352],[272,230,90,10,362],[282,230,84,11,372],[292,229,90,10,382],[302,229,84,11,392],[312,228,84,11,402],[322,227,78,11,412],[332,225,78,11,422],[342,223,77,10,432],[351,221,78,11,441],[361,219,78,11,452],[371,217,71,10,462],[380,214,73,11,471],[390,211,71,10,482],[399,208,68,11,491],[409,204,66,10,502],[418,200,71,10,512],[427,197,68,11,521],[437,193,60,11,532],[446,188,66,10,542],[455,184,66,10,552],[464,180,57,10,562],[472,175,60,11,571],[481,170,60,11,582],[490,165,60,11,592],[499,160,57,10,602],[507,155,60,11,612],[516,150,57,10,622],[524,145,56,11,632],[533,139,53,10,642],[541,133,57,10,652],[549,128,53,10,662],[557,122,53,10,672],[565,116,56,11,682],[574,110,53,10,693],[582,104,53,10,703],[590,98,49,10,713],[597,92,53,10,722],[605,86,53,10,732],[613,80,53,10,742],[621,74,48,11,752],[629,67,49,10,762],[636,61,48,11,772],[644,54,53,10,782],[652,48,45,10,792],[659,41,53,10,802],[667,35,45,10,812],[674,28,48,11,822],[682,21,45,10,833],[689,14,49,10,843],[696,8,48,11,852],[704,1,45,10,862],[711,-6,45,10,872],[718,-13,45,10,882],[725,-20,48,11,892],[733,-27,45,10,903],[740,-34,45,10,913],[747,-41,45,10,923],[754,-48,45,10,932],[761,-55,45,10,942],[768,-62,45,10,952],[775,-69,45,10,962],]"
54_REV,"[[-69,64,127,10,0],[-61,70,120,11,10],[-52,75,123,10,21],[-44,80,124,11,30],[-35,86,123,10,41],[-27,91,120,11,50],[-18,96,127,10,61],[-10,102,120,11,71],[-1,107,123,10,81],[7,112,120,11,91],[16,117,120,11,101],[25,122,120,11,111],[34,127,117,9,121],[42,131,120,11,130],[51,136,120,11,141],[60,141,114,10,151],[69,145,120,11,161],[78,150,114,10,171],[87,154,114,10,181],[96,158,114,10,191],[105,162,112,11,201],[115,166,114,10,211],[124,170,109,10,221],[133,173,107,11,231],[143,176,114,10,241],[152,180,107,11,251],[162,183,103,10,261],[171,185,107,11,271],[181,188,102,11,281],[191,190,109,10,291],[200,193,102,11,301],[210,195,96,11,311],[220,196,102,11,321],[230,198,96,11,331],[240,199,96,11,341],[250,200,96,11,351],[260,201,90,10,361],[270,201,90,10,371],[280,201,90,10,381],[290,201,90,10,391],[300,201,90,10,401],[310,201,84,11,411],[320,200,84,11,421],[330,199,84,11,431],[340,198,78,11,442],[350,196,83,10,452],[359,195,78,11,461],[369,193,78,11,471],[379,191,78,11,481],[389,189,73,11,491],[399,186,77,10,502],[408,184,73,11,511],[418,181,71,10,521],[427,178,73,11,531],[437,175,71,10,541],[446,172,68,11,551],[456,168,71,10,562],[465,165,68,11,571],[475,161,71,10,582],[484,158,66,10,591],[493,154,66,10,601],[502,150,66,10,611],[511,146,68,11,621],[521,142,60,11,632],[530,137,66,10,642],[539,133,66,10,652],[548,129,60,11,662],[557,124,57,10,672],[565,119,66,10,681],[574,115,60,11,691],[583,110,60,11,702],[592,105,60,11,712],[601,100,57,10,722],[609,95,60,11,732],[618,90,60,11,742],[627,85,57,10,752],[635,80,60,11,762],[644,75,57,10,772],[652,70,56,11,781],[661,64,57,10,792],[669,59,56,11,802],[678,53,57,10,812],[686,48,57,10,822],[694,43,56,11,831],[703,37,53,10,842],[711,31,57,10,852],[719,26,53,10,862],[727,20,56,11,872],[736,14,57,10,882],[744,9,53,10,892],[752,3,53,10,902],[760,-3,53,10,912],[768,-9,57,10,922],[776,-14,56,11,931],[785,-20,53,10,942],[793,-26,53,10,952],[801,-32,53,10,962],[809,-38,53,10,972],[817,-44,53,10,982],[825,-50,53,10,992],[833,-56,53,10,1002],[841,-62,53,10,1012],[849,-68,53,10,1022],]"
